31,19,16,16
31,18,16,16
31,17,16,16
31,16,16,16
31,15,16,16
31,14,16,16
31,13,16,16
31,12,16,16
31,11,16,16
31,10,16,16
31,9,16,16
31,8,16,16
31,7,16,16
31,6,16,16
31,5,16,16
31,4,16,16
31,3,16,16
31,2,16,16
30,2,16,16
29,2,16,16
28,2,16,16
28,3,16,16
27,3,16,16
26,3,16,16
25,3,16,16
24,3,16,16
24,2,16,16
23,2,16,16
22,2,16,16
22,1,16,16
23,1,16,16
24,1,16,16
25,1,16,16
26,1,16,16
26,0,16,16
25,0,16,16
24,0,16,16
23,0,16,16
22,0,16,16
21,0,16,16
20,0,16,16
19,0,16,16
18,0,16,16
17,0,16,16
16,0,16,16
15,0,16,16
14,0,16,16
13,0,16,16
13,1,16,16
13,2,16,16
14,2,16,16
15,2,16,16
16,2,16,16
17,2,16,16
17,3,16,16
16,3,16,16
15,3,16,16
14,3,16,16
13,3,16,16
13,4,16,16
14,4,16,16
15,4,16,16
16,4,16,16
17,4,16,16
17,5,16,16
16,5,16,16
15,5,16,16
14,5,16,16
13,5,16,16
13,6,16,16
13,7,16,16
13,8,16,16
13,9,16,16
13,10,16,16
12,10,16,16
12,11,16,16
13,11,16,16
13,12,16,16
14,12,16,16
15,12,16,16
15,11,16,16
16,11,16,16
17,11,16,16
18,11,16,16
19,11,16,16
19,10,16,16
19,9,16,16
19,8,16,16
19,7,16,16
20,7,16,16
20,8,16,16
20,9,16,16
20,10,16,16
20,11,16,16
20,12,16,16
19,12,16,16
18,12,16,16
17,12,16,16
16,12,16,16
16,13,16,16
16,14,16,16
15,14,16,16
14,14,16,16
14,15,16,16
14,16,16,16
14,17,16,16
14,18,16,16
14,19,16,16
14,20,16,16
15,20,16,16
16,20,16,16
17,20,16,16
18,20,16,16
19,20,16,16
20,20,16,16
21,20,16,16
21,19,16,16
20,19,16,16
20,18,16,16
20,17,16,16
20,16,16,16
20,15,16,16
20,14,16,16
19,14,16,16
19,15,16,16
18,15,16,16
17,15,16,16
16,15,16,16
15,15,16,16
15,16,16,16
15,17,16,16
15,18,16,16
15,19,16,16
16,19,16,16
17,19,16,16
17,18,17,17
17,17,17,16
17,16,18,16
18,16,18,17
18,17,18,18
18,18,16,16
17,17,16,17
16,17,16,16
16,16,16,18
16,18,18,19
17,18,18,19
17,19,18,19
18,19,19,19
19,19,19,18
19,18,19,17
19,17,19,16
19,16,17,14
19,15,17,14
18,15,17,14
17,15,17,14
17,14,18,14
18,14,18,13
18,13,19,13
19,13,20,13
20,13,21,13
21,13,22,13
22,13,22,14
22,14,22,15
22,15,22,16
22,16,22,17
22,17,21,15
22,15,21,15
21,15,21,16
21,16,21,17
21,17,21,18
21,18,22,18
22,18,23,18
23,18,24,18
24,18,25,18
25,18,22,19
23,18,22,19
22,18,22,19
22,19,22,20
22,20,23,20
23,20,24,20
24,20,25,20
25,20,23,19
23,20,23,19
23,19,24,19
24,19,25,19
25,19,26,19
26,19,26,20
26,20,27,20
27,20,27,21
27,21,28,21
28,21,28,22
28,22,28,23
28,23,27,22
27,22,27,23
27,23,27,24
27,24,27,25
27,25,27,26
27,26,27,27
27,27,26,27
26,27,25,27
25,27,24,27
24,27,23,27
23,27,22,27
22,27,22,26
22,26,23,26
23,26,24,26
24,26,25,26
25,26,26,26
26,26,26,25
26,25,26,24
26,24,26,23
26,23,26,22
26,22,26,21
26,21,25,21
25,21,24,21
24,21,23,21
23,21,22,21
22,21,21,21
21,21,21,22
21,22,21,23
21,23,21,24
21,24,21,25
21,25,20,25
20,25,20,24
20,24,20,23
20,23,20,22
20,22,20,21
20,21,19,21
19,21,18,21
18,21,17,21
17,21,16,21
16,21,15,21
15,21,14,21
14,21,13,21
13,21,12,21
12,21,13,20
13,20,13,19
13,19,13,18
13,18,13,17
13,17,13,16
13,16,13,15
13,15,13,14
13,14,12,15
12,15,12,14
12,14,12,13
12,13,11,13
11,13,11,12
11,12,11,11
11,11,11,10
11,10,10,11
10,11,9,11
9,11,8,11
8,11,7,11
7,11,6,11
6,11,7,12
7,12,8,12
8,12,9,12
9,12,10,12
10,12,10,13
10,13,9,13
9,13,8,13
8,13,7,13
7,13,6,13
6,13,6,12
6,12,5,12
5,12,5,11
5,11,5,10
5,10,5,9
5,9,5,8
5,8,5,7
5,7,5,6
5,6,5,5
5,5,4,5
4,5,3,5
3,5,2,5
2,5,12,16
2,4,12,16
2,3,12,16
2,2,2,1
2,1,3,1
3,1,4,1
4,1,12,16
2,1,12,16
2,2,12,16
1,2,12,16
1,3,12,16
1,4,12,16
1,5,12,16
1,6,12,16
2,6,12,16
3,6,12,16
4,6,12,16
4,7,12,16
4,8,12,16
4,9,12,16
4,10,12,16
4,11,12,16
4,12,3,12
3,12,3,13
3,13,3,14
3,14,3,15
3,15,3,16
3,16,12,16
3,14,12,16
3,13,12,16
3,12,12,16
4,12,12,16
4,13,5,13
5,13,5,14
5,14,5,15
5,15,5,16
5,16,5,17
5,17,5,18
5,18,6,18
6,18,6,17
6,17,6,16
6,16,6,15
6,15,6,14
6,14,7,14
7,14,8,14
8,14,9,14
9,14,10,14
10,14,11,14
11,14,11,15
11,15,11,16
11,16,11,17
11,17,11,18
11,18,11,19
11,19,10,19
10,19,9,19
9,19,8,19
8,19,7,19
7,19,7,20
7,20,6,20
6,20,5,20
5,20,5,19
5,19,5,21
5,21,6,21
6,21,7,21
7,21,8,21
8,21,9,21
9,21,9,22
9,22,9,23
9,23,9,24
9,24,9,25
9,25,9,26
9,26,9,27
9,27,9,28
9,28,8,28
8,28,8,27
8,27,8,26
8,26,8,25
8,25,8,24
8,24,8,23
8,23,8,22
8,22,7,22
7,22,6,22
6,22,5,22
5,22,4,22
4,22,3,22
3,22,3,23
3,23,4,23
4,23,5,23
5,23,6,23
6,23,7,23
7,23,4,21
7,22,4,21
6,22,4,21
5,22,4,21
4,22,4,21
4,21,4,20
4,20,4,19
4,19,4,18
4,18,8,20
4,20,8,20
4,21,8,20
4,22,8,20
5,22,8,20
6,22,8,20
7,22,8,20
8,22,8,20
8,23,8,20
8,24,8,20
8,25,8,20
8,26,8,20
8,27,8,20
8,28,8,20
9,28,8,20
9,27,8,20
9,26,8,20
9,25,8,20
9,24,8,20
9,23,8,20
9,22,8,20
9,21,8,20
8,21,8,20
8,20,9,20
9,20,10,20
10,20,10,21
10,21,10,22
10,22,10,23
10,23,10,24
10,24,10,25
10,25,10,26
10,26,10,27
10,27,10,28
10,28,10,29
10,29,10,30
10,30,11,30
11,30,12,30
12,30,13,30
13,30,14,30
14,30,15,30
15,30,16,30
16,30,16,29
16,29,15,29
15,29,14,29
14,29,13,29
13,29,12,29
12,29,11,29
11,29,11,28
11,28,11,27
11,27,11,26
11,26,11,25
11,25,11,24
11,24,11,23
11,23,11,22
11,22,11,21
11,21,11,20
11,20,12,20
12,20,12,19
12,19,12,18
12,18,12,17
12,17,12,16
12,16,12,22
12,18,12,22
12,19,12,22
12,20,12,22
11,20,12,22
11,21,12,22
11,22,12,22
12,22,13,22
13,22,14,22
14,22,15,22
15,22,16,22
16,22,17,22
17,22,18,22
18,22,18,23
18,23,18,24
18,24,18,25
18,25,18,26
18,26,18,27
18,27,18,28
18,28,18,29
18,29,19,29
19,29,19,28
19,28,19,27
19,27,19,26
19,26,19,25
19,25,19,24
19,24,19,23
19,23,19,22
19,22,20,26
19,24,20,26
19,25,20,26
19,26,20,26
20,26,20,27
20,27,20,28
20,28,20,29
20,29,20,30
20,30,19,30
19,30,18,30
18,30,17,30
17,30,17,29
17,29,17,28
17,28,17,27
17,27,17,26
17,26,17,25
17,25,17,24
17,24,17,23
17,23,16,23
16,23,15,23
15,23,14,23
14,23,13,23
13,23,12,23
12,23,21,29
14,23,21,29
15,23,21,29
16,23,21,29
17,23,21,29
17,24,21,29
17,25,21,29
17,26,21,29
17,27,21,29
17,28,21,29
17,29,21,29
17,30,21,29
18,30,21,29
19,30,21,29
20,30,21,29
20,29,21,29
21,29,21,30
21,30,22,30
22,30,21,28
21,29,21,28
21,28,21,27
21,27,22,28
22,28,23,28
23,28,22,29
22,29,23,29
23,29,23,30
23,30,24,30
24,30,24,29
24,29,25,29
25,29,25,28
25,28,26,28
26,28,26,29
26,29,26,30
26,30,25,30
25,30,27,30
27,30,28,30
28,30,29,30
29,30,29,29
29,29,30,29
30,29,30,28
30,28,30,27
30,27,30,26
30,26,30,25
30,25,29,26
29,26,28,26
28,26,28,25
28,25,28,24
28,24,29,25
29,25,29,24
29,24,30,24
30,24,30,23
30,23,29,23
29,23,29,22
29,22,29,27
30,23,29,27
30,24,29,27
29,24,29,27
29,25,29,27
28,25,29,27
28,26,29,27
29,26,29,27
29,27,28,27
28,27,28,28
28,28,27,28
27,28,27,29
27,29,29,28
28,28,26,18
28,27,26,18
29,27,26,18
29,26,26,18
28,26,26,18
28,25,26,18
29,25,26,18
29,24,26,18
30,24,26,18
30,23,26,18
29,23,26,18
29,22,26,18
28,22,26,18
28,21,26,18
27,21,26,18
27,20,26,18
26,20,26,18
26,19,26,18
26,18,27,18
27,18,28,18
28,18,27,19
27,19,28,19
28,19,29,19
29,19,30,19
30,19,30,20
30,20,30,21
30,21,29,21
29,21,29,20
29,20,28,20
28,20,14,13
28,19,14,13
27,19,14,13
27,18,14,13
26,18,14,13
26,19,14,13
25,19,14,13
24,19,14,13
23,19,14,13
23,20,14,13
22,20,14,13
22,19,14,13
22,18,14,13
21,18,14,13
21,17,14,13
21,16,14,13
21,15,14,13
22,15,14,13
22,14,14,13
22,13,14,13
21,13,14,13
20,13,14,13
19,13,14,13
18,13,14,13
18,14,14,13
17,14,14,13
17,15,14,13
18,15,14,13
19,15,14,13
19,14,14,13
20,14,14,13
20,15,14,13
20,16,14,13
20,17,14,13
20,18,14,13
20,19,14,13
21,19,14,13
21,20,14,13
20,20,14,13
19,20,14,13
18,20,14,13
17,20,14,13
16,20,14,13
15,20,14,13
14,20,14,13
14,19,14,13
14,18,14,13
14,17,14,13
14,16,14,13
14,15,14,13
14,14,14,13
14,13,14,11
15,14,14,11
16,14,14,11
16,13,14,11
16,12,14,11
17,12,14,11
18,12,14,11
19,12,14,11
20,12,14,11
20,11,14,11
20,10,14,11
20,9,14,11
20,8,14,11
20,7,14,11
19,7,14,11
19,8,14,11
19,9,14,11
19,10,14,11
19,11,14,11
18,11,14,11
17,11,14,11
16,11,14,11
15,11,14,11
14,11,14,10
14,10,14,9
14,9,14,8
14,8,14,7
14,7,14,6
14,6,15,6
15,6,16,6
16,6,17,6
17,6,18,6
18,6,18,5
18,5,19,5
19,5,19,6
19,6,20,6
20,6,20,5
20,5,21,5
21,5,21,6
21,6,21,7
21,7,21,8
21,8,21,9
21,9,21,10
21,10,21,11
21,11,21,12
21,12,22,12
22,12,23,12
23,12,23,13
23,13,23,14
23,14,23,15
23,15,23,16
23,16,23,17
23,17,24,17
24,17,25,17
25,17,26,17
26,17,27,17
27,17,28,17
28,17,29,17
29,17,29,18
29,18,30,18
30,18,30,17
30,17,30,16
30,16,30,15
30,15,30,14
30,14,30,13
30,13,30,12
30,12,30,11
30,11,30,10
30,10,30,9
30,9,30,8
30,8,30,7
30,7,30,6
30,6,30,5
30,5,30,4
30,4,30,3
30,3,29,3
29,3,29,4
30,4,29,4
29,4,29,5
29,5,29,6
29,6,29,7
29,7,29,8
29,8,29,9
29,9,28,9
28,9,27,9
27,9,26,9
26,9,25,9
25,9,24,9
24,9,24,10
24,10,23,10
23,10,23,9
23,9,23,8
23,8,23,7
23,7,23,6
23,6,23,5
23,5,23,4
23,4,23,3
23,3,22,3
22,3,22,4
22,4,22,5
22,5,22,6
22,6,22,7
22,7,22,8
22,8,22,9
22,9,22,10
22,10,22,11
22,11,23,11
23,11,24,11
24,11,25,11
25,11,26,11
26,11,27,11
27,11,28,11
28,11,29,11
29,11,29,12
29,12,29,13
29,13,29,14
29,14,29,15
29,15,29,16
29,16,25,10
30,16,25,10
30,15,25,10
30,14,25,10
30,13,25,10
30,12,25,10
30,11,25,10
30,10,29,10
29,10,28,10
28,10,27,10
27,10,26,10
26,10,25,10
25,10,21,4
24,10,21,4
23,10,21,4
23,9,21,4
23,8,21,4
23,7,21,4
22,7,21,4
22,8,21,4
22,9,21,4
22,10,21,4
22,11,21,4
21,11,21,4
21,10,21,4
21,9,21,4
21,8,21,4
21,7,21,4
21,6,21,4
21,5,21,4
21,4,20,4
20,4,19,4
19,4,18,4
18,4,18,3
18,3,18,2
18,2,18,1
18,1,19,1
19,1,20,1
20,1,21,1
21,1,17,1
19,1,17,1
18,1,17,1
17,1,16,1
16,1,15,1
15,1,14,1
14,1,27,0
13,1,27,0
13,0,27,0
14,0,27,0
15,0,27,0
16,0,27,0
17,0,27,0
18,0,27,0
19,0,27,0
20,0,27,0
21,0,27,0
22,0,27,0
23,0,27,0
24,0,27,0
25,0,27,0
26,0,27,0
27,0,28,0
28,0,29,0
29,0,30,0
30,0,31,0
31,0,31,1
31,1,28,1
31,2,28,1
30,2,30,1
30,1,28,1
29,2,29,1
29,1,28,1
28,2,28,1
28,1,27,1
28,0,27,1
27,0,27,1
27,1,27,2
27,2,25,2
27,3,25,2
26,3,26,2
26,2,25,2
25,2,1,31
26,3,1,31
27,3,1,31
28,3,1,31
28,2,1,31
29,2,1,31
30,2,1,31
31,2,1,31
31,3,1,31
31,4,1,31
31,5,1,31
31,6,1,31
31,7,1,31
31,8,1,31
31,9,1,31
31,10,1,31
31,11,1,31
31,12,1,31
31,13,1,31
31,14,1,31
31,15,1,31
31,16,1,31
31,17,1,31
31,18,1,31
31,19,1,31
31,20,1,31
31,21,1,31
31,22,1,31
31,23,1,31
31,24,1,31
31,25,1,31
31,26,1,31
31,27,1,31
31,28,1,31
31,29,1,31
31,30,1,31
30,30,1,31
30,31,1,31
29,31,1,31
28,31,1,31
27,31,1,31
26,31,1,31
25,31,1,31
24,31,1,31
23,31,1,31
22,31,1,31
21,31,1,31
20,31,1,31
19,31,1,31
18,31,1,31
17,31,1,31
16,31,1,31
15,31,1,31
14,31,1,31
13,31,1,31
12,31,1,31
11,31,1,31
10,31,1,31
9,31,1,31
8,31,1,31
7,31,1,31
6,31,1,31
5,31,1,31
4,31,1,31
3,31,1,31
2,31,1,31
1,31,0,31
1,30,0,31
0,30,0,31
0,31,9,4
0,29,9,4
0,28,9,4
0,27,9,4
0,26,9,4
0,25,9,4
0,24,9,4
0,23,9,4
0,22,9,4
0,21,9,4
0,20,9,4
0,19,9,4
0,18,9,4
0,17,9,4
0,16,9,4
0,15,9,4
0,14,9,4
0,13,9,4
0,12,9,4
0,11,9,4
0,10,9,4
0,9,9,4
0,8,9,4
0,7,9,4
0,6,9,4
0,5,9,4
0,4,9,4
0,3,9,4
0,2,9,4
0,1,9,4
1,1,9,4
1,0,9,4
2,0,9,4
3,0,9,4
4,0,9,4
5,0,9,4
6,0,9,4
7,0,9,4
8,0,9,4
9,0,9,4
10,0,9,4
11,0,9,4
12,0,9,4
12,1,9,4
12,2,9,4
12,3,9,4
12,4,9,4
12,5,9,4
12,6,9,4
12,7,9,4
12,8,9,4
12,9,9,4
11,9,9,4
11,8,9,4
11,7,9,4
11,6,9,4
11,5,9,4
11,4,9,4
10,4,9,4
9,4,0,0
11,4,0,0
11,5,0,0
11,6,0,0
11,7,0,0
11,8,0,0
11,9,0,0
12,9,0,0
12,8,0,0
12,7,0,0
12,6,0,0
12,5,0,0
12,4,0,0
12,3,0,0
12,2,0,0
12,1,0,0
12,0,0,0
11,0,0,0
10,0,0,0
9,0,0,0
8,0,0,0
7,0,0,0
6,0,0,0
5,0,0,0
4,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,1,0,0
0,1,0,0
